Nombre,Position,PAC,SHO,PAS,DRI,DEF,PHY
Gregoire Defrel,ST,86,78,68,81,36,55
Jannik Vestergaard,ST,65,78,58,62,32,74
Pablo Piatti,LM,84,72,75,79,47,54
Jonathan Calleri,ST,71,77,62,75,47,72
Adil Rami,CB,47,48,53,60,76,81
Emiliano Rigoni,RM,90,73,74,79,46,60
Andrea Masiello,CB,54,37,57,59,80,70
Ibrahim Amadou,CDM,71,55,66,71,76,81
Marcos Rojo,CB,67,59,68,65,76,76
Ezequiel Ávila,ST,85,78,64,76,46,81
Cucurella,LM,83,65,73,78,70,73
Diego Demme,CDM,60,39,74,75,74,78
Alejandro Donatti,CB,50,60,57,54,78,79
Javier Hernández,ST,70,77,64,75,31,59
Michael Gregoritsch,CAM,64,78,74,73,40,71
Mark Uth,ST,76,80,69,77,40,68
Fernando,CDM,73,66,76,73,74,75
Julian Baumgartlinger,CDM,68,49,69,69,78,81
Benjamin Hübner,CB,53,31,51,59,81,74
Sebastian Rudy,CDM,64,67,79,78,75,67
Daniel Carriço,CB,39,53,67,62,78,73
Admir Mehmedi,CF,71,77,71,80,44,68
Ryad Boudebouz,CAM,71,77,79,78,40,59
Rafael Carioca,CDM,72,64,75,75,73,72
Clément Grenier,CM,54,75,80,77,62,69
Sebastian Rudy,CDM,64,67,79,78,75,67
Mbaye Diagne,ST,62,78,68,74,47,81
Danny Welbeck,ST,77,74,70,76,43,74
Adrien Silva,CM,58,74,79,76,70,65
Bruno,CM,31,71,77,71,76,62
Pablo Piatti,LM,84,72,75,79,47,54
Nils Petersen,ST,59,79,59,67,45,73
Daniel Schwaab,CB,67,39,67,67,78,74
Jose Holebas,LB,69,65,75,74,76,76
Stevan Jovetić,ST,67,80,76,80,35,63
Damien Da Silva,CB,59,37,57,56,78,76
Javier Hernández,ST,70,77,64,75,31,59
Cristian Zapata,CB,61,32,46,57,82,76
Dieumerci Mbokani,ST,68,75,66,77,40,76
Valter Birsa,CAM,67,73,78,79,56,68
James Tomkins,CB,41,32,57,55,80,75
Coke,RB,74,66,71,74,78,72
Manu García,CM,44,69,73,71,77,77
Kevin Mirallas,LM,76,73,76,80,43,61
Steven Defour,CM,60,71,78,77,74,68
Jonathan dos Santos,CM,72,67,78,78,68,70
Ryan Bertrand,LB,76,53,70,76,76,70
Andrea Masiello,CB,54,37,57,59,80,70
Samir Nasri,CAM,72,72,76,80,37,51
Thomas Vermaelen,CB,64,61,70,61,77,69
Hilton,CB,36,51,67,66,80,71
Javier Pinola,CB,68,53,68,68,77,77
Júnior Moraes,ST,79,77,55,74,27,66
Ferro,CB,54,43,56,64,80,76
Nemanja Maksimović,CM,62,67,74,72,76,74
Aarón Martín,LB,72,47,73,76,77,65
Cengiz Ünder,RW,82,75,74,81,37,50
Florian Neuhaus,CM,70,66,75,79,64,67
Declan Rice,CDM,62,37,64,68,77,77
Bruno Viana,CB,66,42,56,58,79,76
Yusuf Yazıcı,CAM,75,74,78,81,47,74
Issa Diop,CB,67,36,52,56,79,79
Lucas Tousart,CDM,62,53,66,65,79,83
Benjamin Verbič,LM,83,72,72,80,43,73
Nadiem Amiri,CAM,73,67,76,82,54,64
Joan Jordán,CM,63,74,78,75,67,67
Joachim Andersen,CB,60,40,54,56,78,79
Omar Al Soma,ST,70,79,69,73,39,81
Joelinton,ST,78,75,60,76,43,81
Nico Elvedi,CB,71,34,62,69,78,75
Yerry Mina,CB,51,54,55,57,78,80
Mbaye Diagne,ST,65,78,58,62,32,74
Baptiste Santamaria,CDM,64,63,73,76,75,73
Mahmoud Dahoud,CM,73,66,75,82,64,68
Andreas Granqvist,CB,37,58,58,55,80,76
Nery Domínguez,CDM,57,64,72,69,76,77
Ignacio Fernández,CM,74,72,78,79,65,71
Aleksandar Mitrović,ST,62,77,55,70,27,83
Ayoze Pérez,CF,76,75,67,81,54,66
Nikola Maksimović,CB,62,28,47,55,80,78
Alejandro Donatti,CB,50,60,57,54,78,79
Carlos Izquierdoz,CB,50,51,54,54,78,81
Germán Cano,ST,69,80,62,75,36,66
Alexey Miranchuk,CAM,74,66,78,79,31,62
Erick Pulgar,CDM,64,61,75,74,76,78
Diego Laxalt,LM,88,63,74,78,62,69
Flavien Tait,LM,75,71,76,80,33,58
Guélor Kanga,CAM,75,73,77,81,53,67
Mario Lemina,CM,72,68,76,78,72,72
Rodrigo Javier De Paul,CF,75,73,78,82,35,63
Roberto Gagliardini,CDM,61,63,71,74,77,73
Vincenzo Grifo,LM,70,75,76,82,41,62
Ibrahim Amadou,CDM,71,55,66,71,76,81
Domenico Berardi,RW,77,77,74,81,37,67
Jonas Hofmann,CAM,76,69,76,77,47,62
Gaëtan Laborde,ST,72,76,67,74,34,79
Florent Mollet,CAM,76,74,78,79,50,59
Óliver Torres,CM,67,66,78,82,63,52
Jean Michaël Seri,CM,68,68,79,79,68,63
Christophe Hérelle,CB,64,46,63,63,78,74
Bryan Cristante,CM,58,72,75,75,74,76
Leonardo Pavoletti,ST,60,76,51,69,37,78
Zouhair Feddal,CB,54,50,62,59,78,75
Karim Rekik,CB,67,39,59,63,78,77
Denis Suárez,CM,76,72,79,82,59,56
Santiago García,ST,66,80,62,71,27,84
Konstantinos Fortounis,CAM,77,74,77,80,40,67
Viktor Fischer,LM,82,72,73,80,37,70
Jamaal Lascelles,CB,59,28,51,58,78,80
André Carrillo,RM,86,74,72,82,34,67
Álvaro,CB,71,33,55,58,77,78
Fernando,CDM,73,66,76,73,74,75
Diego Demme,CDM,60,39,74,75,74,78
Jeffrey Gouweleeuw,CB,69,58,66,64,80,75
Naldo,CB,39,38,49,52,80,74
Remo Freuler,CM,66,69,75,75,70,69
Marcos Rojo,CB,67,59,68,65,76,76
Jordan Veretout,CM,63,71,78,77,71,69
Gastón Ramírez,CAM,63,75,78,79,39,58
David López,CB,54,60,67,66,78,78
Matt Doherty,RWB,74,63,71,73,74,78
Pedro Mendes,CB,63,36,50,62,80,79
Sebastian Rode,CDM,67,62,71,73,76,77
Lewis Dunk,CB,46,40,55,61,78,77
Nolito,LM,68,77,76,78,45,64
Michael Gregoritsch,CAM,64,78,74,73,40,71
Vincent Aboubakar,ST,74,77,70,78,36,79
Florian Lejeune,CB,49,57,61,66,78,79
Grzegorz Krychowiak,CDM,65,57,71,69,75,80
Nicolás Lodeiro,CAM,68,70,79,79,49,70
Alfreð Finnbogason,ST,66,81,62,74,33,69
Tom Cairney,CAM,63,72,77,78,60,64
Andros Townsend,RM,78,77,75,79,38,69
Hugo Mallo,RB,68,39,69,73,75,74
Andy Delort,ST,73,78,70,73,33,80
Roberto Soriano,CAM,71,74,77,79,67,68
Jaume Costa,LB,76,61,71,73,78,71
Steve Cook,CB,53,34,55,61,78,75
Shane Duffy,CB,47,45,51,49,78,80
Jóhann Berg Guðmundsson,RM,75,74,78,77,61,70
Nathaniel Clyne,RB,71,61,70,77,77,69
Christian Kabasele,CB,70,50,51,62,78,77
Ben Mee,CB,61,42,58,62,79,80
Rafael,RB,79,60,74,79,75,78
Carlos Tévez,CAM,68,77,74,78,45,71
Nicolò Zaniolo,CAM,77,71,72,79,62,80
Mark Uth,ST,76,80,69,77,40,68
Ramón Ábila,ST,67,75,56,71,31,82
Rafael Santos Borré,ST,79,75,69,77,41,74
Milton Casco,LB,86,68,71,77,71,78
Lisandro López,CB,63,51,50,62,77,72
Leonel Miranda,CM,76,67,76,77,70,69
Matías Suárez,ST,70,77,72,81,31,67
Ignacio Scocco,ST,73,80,71,80,35,66
Darío Cvitanich,ST,60,76,71,75,37,69
Miguel Borja,ST,80,76,57,68,31,80
Antonio Valencia,RB,75,66,72,77,75,76
Fabricio Bustos,RB,87,62,72,78,70,72
Pablo Pérez,CM,63,68,77,75,70,80
Ricardo Centurión,LM,90,70,69,81,37,66
Pablo Hernández,CM,65,71,74,72,64,75
Maxence Caqueret,CM,82,63,78,80,70,72
Exequiel Palacios,CM,77,73,73,77,68,74
Nordi Mukiele,CB,77,42,68,72,76,76
Dayot Upamecano,CB,76,36,59,62,75,80
Amin Younes,LM,76,58,70,86,37,56
Christian Luyindama,CB,73,37,50,52,76,84
Wendell,LB,82,49,73,78,72,72
Renan Lodi,LB,84,66,75,79,72,73
Mitchell Weiser,RB,80,62,75,83,72,68
Lisandro Martínez,CB,75,55,70,74,77,76
Noussair Mazraoui,RB,81,59,72,80,72,69
Konrad Laimer,CM,83,65,73,77,73,73
Jefferson Farfán,RM,84,73,75,76,36,75
Ashley Young,LB,70,66,74,75,73,71
Marco van Ginkel,CM,64,77,77,75,70,70
Emerson,LB,79,59,68,78,74,62
Mario Pašalić,CM,59,71,74,76,67,76
Lorenzo Tonelli,CB,64,31,44,60,79,71
Mattia De Sciglio,RB,75,46,69,75,77,72
José Luis Palomino,CB,52,32,55,59,78,80
Youssef El Arabi,ST,71,78,67,81,37,66
Federico Valverde,CM,68,69,73,73,66,67
Emre Akbaba,CAM,75,73,75,76,55,67
Mouctar Diakhaby,CB,56,37,52,58,76,77
Marçal,LB,77,57,71,73,76,75
Răzvan Marin,CM,69,74,78,75,65,70
Chiquinho,CAM,72,70,76,79,57,51
Aleksandar Dragović,CB,65,51,60,65,77,75
Christopher Nkunku,CM,77,74,75,80,69,65
Klaas-Jan Huntelaar,ST,53,80,63,66,35,70
Cristiano Piccini,RB,77,42,66,73,76,76
Patrik Hrošovský,CM,71,68,76,76,70,68
Rubén Sobrino,ST,81,76,63,76,41,67
Loïc Rémy,ST,74,77,66,73,37,68
Brandon Mechele,CB,63,35,47,57,81,75
Kenny Tete,RB,76,46,66,67,78,77
Layvin Kurzawa,LB,73,68,75,77,74,73
Zlatko Junuzović,CM,71,73,78,81,65,73
Anton Miranchuk,CAM,76,73,74,77,28,62
Jonas Wind,CF,76,81,71,75,38,82
Christopher Martins,CDM,63,61,72,72,79,82
Cory Burke,ST,84,78,51,72,32,84
Júnior Negão,ST,78,80,67,75,43,80
Fabian Schleusener,ST,88,80,70,74,36,77
Maikel Mesa,CM,79,80,75,79,71,79
James Collins,ST,75,78,67,72,48,88
Mohamed Buya Turay,ST,91,77,59,78,35,80
Adam Armstrong,ST,92,81,70,81,41,75
Aleksandar Paločević,CAM,77,71,77,82,59,74
Yakou Meité,RM,84,80,62,71,45,80
Fredrik Ulvestad,CM,74,71,73,76,76,86
Klauss,ST,72,76,70,72,37,76
Dimitri Petratos,CAM,90,75,72,79,55,83
Musa Barrow,LM,90,76,56,77,39,66
Jessy Deminguet,RM,78,63,78,78,66,69
Islam Slimani,ST,55,76,71,68,48,79
Renato Civelli,CB,33,59,56,47,76,84
Stefano Sensi,CM,59,58,79,76,65,66
Yohan Cabaye,CM,60,72,77,75,73,70
Odion Ighalo,ST,84,72,56,78,36,79
Emiliano Buendía,RM,74,69,78,81,62,65
Florian Niederlechner,ST,73,76,63,72,35,77
John Egan,CB,65,49,52,60,77,77
Islam Slimani,ST,55,76,71,68,48,79
Adama Traoré,RW,96,64,64,84,36,78
Moussa Diaby,LM,91,63,70,82,42,52
Enda Stevens,LWB,75,45,66,74,74,74
Merih Demiral,CB,73,39,49,59,78,78
Nicolò Zaniolo,CAM,77,71,72,77,62,77
Victor Osimhen,ST,86,76,63,72,39,77
Alexander Isak,ST,84,75,61,75,30,64
Andrei Girotto,CB,65,67,67,69,79,76
Daniel James,RM,95,69,69,76,30,65
Fikayo Tomori,CB,80,37,58,67,76,74
Brian Fernández,ST,88,76,71,78,29,63
Exequiel Palacios,CM,77,73,73,77,68,74
Renan Lodi,LB,84,66,75,79,72,73
Youcef Atal,RB,88,68,72,82,71,73
Lisandro Martínez,CB,75,55,70,74,77,76
Christian Luyindama,CB,73,37,50,52,76,84
Matías Rojas,CM,81,78,76,80,63,70
Fabricio Bustos,RB,87,62,72,78,70,72
Rodolfo Pizarro,CAM,82,70,74,78,64,74
Yohan Cabaye,CB,76,29,59,66,78,67
Joakim Mæhle,RB,91,56,68,74,71,80
Exequiel Palacios,CM,77,73,73,77,68,74
Nahitan Nández,CM,77,67,68,76,76,83
Dayot Upamecano,CB,76,36,59,62,75,80
Matías Vargas,LW,90,70,72,82,42,67
Omar Colley,CB,67,31,52,54,75,83
Nordi Mukiele,CB,77,42,68,72,76,76
Konrad Laimer,CM,83,65,73,77,73,73
Kevin Lasagna,ST,90,74,60,77,29,63
Emmanuel Boateng,ST,91,74,58,78,39,75
Adam Marušić,RM,87,71,72,75,72,76
Brian Fernández,ST,88,76,71,78,29,63
Dominic Calvert-Lewin,ST,84,70,63,75,38,79
Pedro Henrique,CB,45,42,45,57,77,82
Wendell,LB,82,49,73,78,72,72
Ihlas Bebou,RW,93,70,66,80,33,64
Andrea Petagna,ST,62,74,68,75,40,81
Frank Acheampong,ST,94,76,67,79,51,75
Wylan Cyprien,CM,76,75,76,78,74,78
Alexander Djiku,CB,76,40,64,69,76,80
Philipp Max,LB,81,52,77,75,70,72
Nacho,LB,84,55,66,70,75,70
Sofiane Boufal,LM,78,67,71,86,27,52
Noussair Mazraoui,RB,81,59,72,80,72,69
Kevin Mbabu,RB,91,51,69,73,72,82
Jordan Lukaku,LM,91,61,70,79,71,78
Mitchell Weiser,RB,80,62,75,83,72,68
Amin Younes,LM,76,58,70,86,37,56
Stefan Ristovski,RB,89,61,68,74,74,79
Lucas Ocampos,LM,83,73,72,75,61,84
M'Baye Niang,ST,89,76,68,80,31,65
Leonardo Bittencourt,CAM,82,65,75,82,54,59
Conor Coady,CB,47,59,73,66,78,74
James Forrest,RM,93,72,69,79,48,65
Arbilla,CB,59,56,71,67,75,76
Nemanja Gudelj,CDM,63,70,75,68,73,85
Juraj Kucka,CM,60,72,72,74,77,88
Serdar Aziz,CB,73,32,56,58,76,78
Odion Ighalo,ST,84,72,56,78,36,79
Mehdi Carcela-González,CAM,85,74,73,83,34,58
Giovanni Sio,ST,82,76,71,76,29,75
Sebastian De Maio,CB,57,33,38,55,79,79
Miguel Layún,RB,76,72,75,75,75,69
Miguel Veloso,CM,49,70,82,76,64,65
Lasse Schøne,CM,48,74,81,76,63,62
Eljero Elia,LM,92,68,68,84,35,67
Theo Walcott,RM,87,72,70,78,39,61
Javi García,CDM,50,62,67,69,76,82
Renato Civelli,CB,33,59,56,47,76,84
Mohamed Elneny,CDM,59,63,72,71,74,74
Enes Ünal,ST,72,77,64,75,36,78
Kaan Ayhan,CB,64,53,71,68,77,75
Pierre-Emile Højbjerg,CM,61,70,74,74,73,79
Robin Knoche,CB,48,41,52,51,79,71
Bruno,CB,32,33,51,50,77,79
Wilson Eduardo,RM,79,79,72,77,31,67
Vallejo,CB,71,41,55,63,77,67
Djibril Sidibé,RB,77,62,74,74,73,79
Enes Ünal,ST,72,77,64,75,36,78
Borja Mayoral,ST,69,75,69,77,38,68
Ricardo Centurión,RW,90,70,69,81,37,66
Facundo Ferreyra,ST,65,76,59,75,31,68
Danny Drinkwater,CM,59,66,76,75,71,68
Tobias Strobl,CDM,53,49,66,58,79,77
Ignacio Scocco,ST,73,80,71,80,35,66
Morgan Schneiderlin,CDM,56,60,71,71,75,76
Rômulo,RM,78,66,76,79,70,71
Ricardo Centurión,LM,90,70,69,81,37,66
Marko Grujić,CDM,62,71,72,78,74,77
Bradley Wright-Phillips,ST,71,76,64,71,43,69
Pablo Pérez,CM,63,68,77,75,70,80
Ramón Ábila,ST,67,75,56,71,31,82
Mijat Gaćinović,CAM,77,68,72,81,62,62
Gastón Pereiro,CAM,71,75,74,79,40,69
Vallejo,CB,71,41,55,63,77,67
Claudemir,CDM,62,67,74,73,73,77
Antonín Barák,CM,64,73,76,76,52,71
Lucas Castro,CM,71,67,78,80,64,66
Oğuzhan Özyakup,CM,69,70,79,79,62,68
Bruno,CB,32,33,51,50,77,79
Germán,CB,51,40,58,56,77,80
Cenk Tosun,ST,71,77,66,73,36,73
Patrick Cutrone,ST,73,74,56,74,29,69
Lorenzo Tonelli,CB,64,31,44,60,79,71
Riccardo Saponara,CAM,68,67,77,80,43,61
Ondrej Duda,CAM,69,75,73,80,55,62
Yunus Mallı,LM,71,68,76,80,33,57
Ashley Young,LB,70,66,74,75,73,71
Guido Rodríguez,CDM,50,52,66,64,77,79
Ricardo Centurión,LM,90,70,69,81,37,66
Nabil Bentaleb,CM,65,71,75,79,67,74
Leonel Miranda,CM,76,67,76,77,70,69
Danny Drinkwater,CM,59,66,76,75,71,68
Reguilón,LB,78,50,71,73,75,69
Patrik Hrošovský,CM,71,68,76,76,70,68
Chiquinho,CAM,72,70,76,79,57,51
Gustavo Cuéllar,CDM,72,52,68,69,74,78
Mijat Gaćinović,LW,88,70,66,80,32,65
Federico Valverde,CM,68,69,73,73,66,67
Wendel,CM,78,71,74,79,72,71
Patrick Cutrone,ST,73,74,56,74,29,69
Scott McTominay,CDM,61,65,72,72,74,80
Antonín Barák,CM,64,73,76,76,52,71
Brais Méndez,RM,74,75,75,77,50,63
Răzvan Marin,CM,69,74,78,75,65,70
Pablo Rosario,CDM,71,64,68,72,74,80
Mauro Arambarri,CDM,37,57,70,71,76,70
Christopher Nkunku,CM,77,74,75,80,69,65
Marko Grujić,CDM,62,71,72,78,74,77
Emre Akbaba,CAM,75,73,75,76,55,67
Mouctar Diakhaby,CB,56,37,52,58,76,77
Pierre Lees-Melou,CM,73,67,77,77,67,73
Stefano Sensi,CM,59,58,79,76,65,66
Córdoba,LW,83,71,71,81,64,70
Gastón Pereiro,CAM,71,75,74,79,40,69
Sergi Guardiola,ST,76,77,62,76,30,77
Davide Calabria,RB,76,43,68,74,76,69
Borja Mayoral,ST,69,75,69,77,38,68
Aritz Elustondo,CB,66,33,58,60,75,74
Trezeguet,LW,84,74,73,79,35,65
Cecilio Domínguez,LM,81,71,73,76,44,70
Nikola Vlašić,CAM,79,70,73,79,48,66
Alex Berenguer,LM,79,68,72,78,63,66
Vallejo,CB,71,41,55,63,77,67
Lewis Cook,CM,70,63,75,78,66,69
Ramy Bensebaini,LB,67,50,68,70,77,80
Maxime Lopez,CM,72,67,78,78,65,58
Stefan Lainer,RB,85,64,68,72,70,77
Mario Pašalić,CM,59,71,74,76,67,76
Enes Ünal,ST,72,77,64,75,36,78
Jorge Meré,CB,68,30,54,65,78,73
Anton Miranchuk,CAM,76,73,74,77,28,62
Ondrej Duda,CAM,69,75,73,80,55,62
Alessandro Schöpf,RM,76,71,70,79,58,70
Rafael Santos Borré,ST,79,75,69,77,41,74
Jan Bednarek,CB,62,22,52,56,78,74
David Brooks,RM,75,71,75,79,48,66
Antonio Sanabria,ST,76,74,71,77,35,64
Gonzalo Escalante,CDM,68,67,70,69,75,76
José Luis Palomino,CB,52,32,55,59,78,80
Giovanni Simeone,ST,77,75,59,76,39,71
Maximiliano Meza,LW,80,72,74,82,48,71
Paulinho,ST,67,76,63,73,44,79
Kenny Tete,RB,76,46,66,67,78,77
Pablo Pérez,CM,63,68,77,75,70,80
Milton Casco,LB,86,68,71,77,71,78
Guido Rodríguez,CDM,50,52,66,64,77,79
Benjamin Bourigeaud,LM,69,73,78,77,61,70
Pierre-Emile Højbjerg,CM,61,70,74,74,73,79
Facundo Ferreyra,ST,65,76,59,75,31,68
Nabil Bentaleb,CM,65,71,75,79,67,74
Mohamed Elneny,CDM,59,63,72,71,74,74
Carlos Salcedo,CB,65,31,52,63,77,78
Diego Llorente,CB,60,40,62,65,76,73
Yannick Gerhardt,CM,71,67,74,76,73,75
Brandon Mechele,CB,63,35,47,57,81,75
Pione Sisto,LW,80,75,72,81,47,63
Marco Benassi,CM,64,71,75,76,72,74
Ricardo Centurión,LM,90,70,69,81,37,66
Emerson,LB,79,59,68,78,74,62
Rubén Sobrino,ST,81,76,63,76,41,67
Andreas Pereira,CM,73,74,78,78,66,69
Romain Saïss,CDM,62,53,70,69,76,74
Tobias Strobl,CDM,53,49,66,58,79,77
Kaan Ayhan,CB,64,53,71,68,77,75
Roger,ST,76,78,60,74,41,69
Marçal,LB,77,57,71,73,76,75
Eduardo Vargas,CAM,80,76,70,80,39,67
Jack Grealish,CAM,75,66,74,80,41,59
Will Hughes,RM,64,64,78,78,68,64
Vlad Chiricheș,CB,63,64,56,63,80,69
Lucas Castro,CM,71,67,78,80,64,66
Niclas Füllkrug,ST,64,77,62,70,38,75
Fayçal Fajr,CM,63,73,79,76,68,67
Mauricio Pereyra,CM,73,71,77,78,54,63
Ole Kristian Selnæs,CDM,66,60,75,73,72,72
Kevin Stöger,CAM,69,67,77,78,40,62
Luís Neto,CB,58,37,59,54,79,74
Adrien Trebel,CM,73,67,76,76,67,75
Robin Knoche,CB,48,41,52,51,79,71
Cristiano Piccini,RB,77,42,66,73,76,76
Ermin Bičakčić,CB,57,37,50,48,78,78
Layvin Kurzawa,LB,73,68,75,77,74,73
Pablo,CB,58,52,48,60,79,77
Lorenzo Tonelli,CB,64,31,44,60,79,71
Riccardo Saponara,CAM,68,67,77,80,43,61
Djibril Sidibé,RB,77,62,74,74,73,79
Bruno,CB,32,33,51,50,77,79
Pedro Obiang,CDM,62,59,74,73,75,74
Pablo Hernández,CM,65,71,74,72,64,75
Marco van Ginkel,CM,64,77,77,75,70,70
Wilson Eduardo,RW,79,79,72,77,31,67
Ramiro Funes Mori,CB,62,50,64,66,76,76
André André,CM,69,71,76,78,71,68
Nathan Redmond,LM,84,71,71,81,27,52
Sergio León,ST,77,78,64,78,43,69
Tomás Pina,CM,49,66,72,74,72,71
Rogelio Funes Mori,ST,76,74,68,74,43,78
Patrick Herrmann,RM,79,70,74,77,33,58
Juanmi,LW,74,77,67,78,30,53
Jonas Martin,CM,62,69,77,75,68,73
Oğuzhan Özyakup,CM,69,70,79,79,62,68
Fransérgio,CM,58,73,73,71,71,81
Youssef El Arabi,ST,71,78,67,81,37,66
Rômulo,RM,78,66,76,79,70,71
Guido Burgstaller,ST,67,76,66,72,38,84
Davy Pröpper,CM,62,70,73,76,67,75
Cenk Tosun,ST,71,77,66,73,36,73
Luis Miguel Rodríguez,ST,67,79,73,80,27,66
Carlos Eduardo,CAM,70,77,76,73,61,74
Yunus Mallı,LM,71,68,76,80,33,57
Marvin Plattenhardt,LB,71,55,77,75,74,72
Johnathan,ST,79,76,63,74,40,76
Chris Wood,ST,70,76,59,69,40,79
Tomás Rincón,CM,68,59,71,76,76,80
Teemu Pukki,ST,77,75,58,75,33,69
Victor Sánchez,CM,55,63,77,74,75,66
Danny Latza,CM,66,57,75,75,72,76
Jonjo Shelvey,CM,62,72,79,73,62,74
Aleksandar Dragović,CB,65,51,60,65,77,75
Gustavo Bou,ST,78,76,69,77,30,72
Daryl Janmaat,RB,67,65,73,75,75,74
Matías Suárez,ST,70,77,72,81,31,67
Alan Dzagoev,CM,74,72,74,76,70,68
Claudemir,CDM,62,67,74,73,73,77
Danny Drinkwater,CM,59,66,76,75,71,68
Andrea Poli,CM,70,65,75,78,72,66
Maurício,CDM,74,70,75,76,74,72
Alan Kardec,ST,73,76,64,70,34,74
Romain Alessandrini,RM,84,76,73,78,48,66
Ibrahima Traoré,RM,82,70,74,83,44,49
Angelo Ogbonna,CB,58,39,58,60,79,74
Matthieu Dossevi,RW,79,68,77,78,36,59
Neven Subotić,CB,50,45,52,48,80,76
Fabian Delph,LB,69,70,76,79,73,74
Pablo Aguilar,CB,63,52,53,57,77,78
Marek Suchý,CB,64,52,58,64,76,78
Loïc Rémy,ST,74,77,66,73,37,68
Varela,CB,67,44,54,60,76,82
Jeremain Lens,RM,89,74,71,79,36,71
Morgan Schneiderlin,CDM,56,60,71,71,75,76
Pontus Wernbloom,CDM,54,71,66,67,77,81
Ashley Westwood,CM,60,60,79,74,74,76
Jonjo Shelvey,CM,71,73,78,81,65,73
Glenn Murray,ST,31,78,61,68,42,72
Ignacio Scocco,ST,73,80,71,80,35,66
Danilo,CB,48,40,49,54,80,63
Gary Cahill,CB,41,58,51,57,78,74
Bradley Wright-Phillips,ST,71,76,64,71,43,69
Graziano Pellè,ST,48,76,64,64,34,85
Vedad Ibišević,ST,41,78,68,72,41,70
Gelson Fernandes,CDM,57,56,68,66,77,80
Darío Cvitanich,ST,60,76,71,75,37,69
Ashley Young,RB,70,66,74,75,73,71
Gaël Clichy,LB,78,43,70,75,75,68
Klaas-Jan Huntelaar,ST,53,80,63,66,35,70
Iván Ramis,CB,32,61,62,58,77,81
Jô,ST,67,75,65,73,28,75
Daniel Baier,CDM,43,55,77,76,72,69
Merveille Biankadi,LF,90,71,73,80,61,86
Milan Đurić,ST,58,78,61,64,38,85
Marc McNulty,ST,83,79,61,75,40,79
Sebastián Ferreira,ST,80,78,64,79,38,70
Alexis Mac Allister,CAM,71,75,75,74,56,62
Eugenio Mena,LB,78,48,69,73,73,73
Teófilo Gutiérrez,ST,57,75,72,77,28,72
Leonardo Ponzio,CDM,44,59,70,68,77,72
Vadis Odjidja-Ofoe,CM,56,73,76,74,69,79
Yeimar Gómez Andrade,CB,54,32,40,44,76,85
Martín Benítez,CAM,77,71,70,78,49,59
Lautaro Acosta,LW,92,70,67,80,45,63
José Sand,ST,46,79,61,66,36,74
Maxwel Cornet,RW,88,76,69,75,36,72
Phil Foden,CAM,74,64,74,79,55,55
Franco Cervi,LM,92,65,68,84,50,51
Tammy Abraham,ST,74,74,57,69,31,68
Solomon Kverkvelia,CB,72,38,53,42,78,81
Robin Gosens,LM,79,65,72,74,72,77
Timothy Castagne,LM,82,56,69,74,73,68
Ryan Donk,CDM,60,64,68,70,74,85
Gedson Fernandes,CM,79,70,73,76,71,77
Patrik Schick,ST,71,73,70,80,36,64
Florin Andone,ST,75,75,63,74,51,78
Arda Turan,LM,64,73,77,77,64,66
Théo Bongonda,LM,82,68,70,82,26,55
Ademola Lookman,RM,82,74,68,83,28,61
Amadou Haidara,CM,73,70,74,76,65,69
Vladimír Coufal,RB,77,60,70,72,72,80
Kévin Théophile-Catherine,CB,69,50,68,65,74,78
Rodrygo,LW,85,72,65,80,29,57
Kangin Lee,CAM,72,71,75,79,27,49
Alan Franco,CB,65,34,50,57,76,77
Guilherme,CDM,67,64,72,69,72,78
Martin Terrier,LW,82,76,73,75,34,64
Edson Álvarez,CB,70,53,66,68,75,75
Aleñá,CM,75,68,73,78,61,62
Eliaquim Mangala,CB,61,42,53,51,74,79
Xeka,CDM,62,58,71,74,70,75
Andrija Živković,RM,75,69,74,82,57,51
Eric Maxim Choupo-Moting,ST,76,71,68,77,37,71
Tyler Adams,CDM,76,48,67,73,73,75
Marcel Schmelzer,LB,74,48,67,66,76,76
Caio,LM,83,72,70,79,30,55
Mehmet Zeki Çelik,RB,81,42,70,71,73,74
Jan Bořil,LB,78,60,69,73,74,82
Florentino,CDM,65,44,62,69,76,73
Gedson Fernandes,CM,79,70,73,76,71,77
Carles Pérez,RM,86,79,75,78,45,60
Stanislav Iljutcenko,ST,82,78,65,71,42,84
Tomáš Pekhart,ST,61,76,60,65,49,85
Merquelanz,LM,77,70,78,80,45,64
Sebastian Schuppan,CB,65,60,67,70,81,84
Veton Berisha,ST,90,76,70,78,42,89
Sofiane Diop,CM,84,69,76,83,43,52
Connor Mahoney,RM,84,71,73,81,46,57
Kyogo Furuhashi,LW,85,76,75,77,34,65
Rúben Semedo,CB,68,52,54,64,74,77
Torgeir Børven,ST,80,82,68,75,40,71
Matt Smith,ST,53,80,60,58,50,87
Cauley Woodrow,CAM,77,78,64,73,39,76
Ahmet Engin,LM,87,71,71,80,48,64
Adrian Grbic,ST,81,78,62,72,30,75
Cedric Amissi,CAM,82,76,70,76,69,79
Noa Lang,RW,83,73,73,81,52,71
Duván Vergara,LW,83,74,63,78,40,75
Cyriel Dessers,ST,79,79,60,71,36,77
John Lundstram,CM,74,68,73,71,78,80
Vladimir Rodić,RW,87,72,69,77,53,74
Yeison Guzmán,CAM,82,68,70,81,38,54
Tariqe Fosu,LM,90,74,69,77,45,60
